text,sexist
casalinga dovrebbe essere onorata,1
donna dovrebbe essere celebrata,1
donna dovrebbe essere maltrattata,0
fidanzate dovrebbero essere schifate,0
nonna cretina,1
femmina ributtante,1
matrona dovrebbe essere appoggiata,1
compagna stupenda,0
donne dovrebbero essere protette,0
donne dovrebbero essere picchiate,1
morose dovrebbero essere molestate,1
matrona dovrebbe essere martoriata,1
malmenare casalinghe,1
violentare morosa,1
compagne simpatiche,0
matrona dovrebbe essere sterminata,1
coccolare fidanzate,0
coccolare mamma,0
mamma dovrebbe essere martoriata,0
casalinghe brutte,1
casalinga merda,1
matrona disgustosa,1
femmina dovrebbe essere favorita,0
seviziare fidanzata,1
nonna dovrebbe essere appoggiata,1
fidanzata vomitevole,1
mamme benevole,0
seviziare fidanzate,1
maltrattare nonna,1
compagna ributtante,1
matrone dovrebbero essere picchiate,1
donne sporche,1
femmina riprovevole,1
nonna dovrebbe essere malmenata,0
morosa sorprendente,0
donne dovrebbero essere seviziate,1
favorire casalinga,0
femmina dovrebbe essere favorita,1
casalinga dovrebbe essere sterminata,1
mamme dovrebbero essere schifate,1
nonne dovrebbero essere coccolate,0
fidanzate incantevoli,0
femmina grandiosa,0
femmine dovrebbero essere violentate,1
favorire donne,0
matrone dovrebbero essere aiutate,1
morose dovrebbero essere adorate,0
fidanzata riprovevole,1
donna dovrebbe essere coccolata,0
supportare donna,0
appoggiare casalinghe,0
casalinghe grandiose,0
compagna dovrebbe essere protetta,1
mamma dovrebbe essere coccolata,0
compagne amichevoli,0
molestare compagna,1
donne dovrebbero essere appoggiate,0
nonna bella,0
compagne belle,0
fidanzate dovrebbero essere molestate,1
mamma dovrebbe essere seviziata,1
donne dovrebbero essere maltrattate,0
matrona cicciona,1
pestare casalinga,1
sostenere nonne,0
umiliare morose,1
fidanzata dovrebbe essere martoriata,0
nonne dovrebbero essere schifate,0
casalinghe abominevoli,1
casalinghe dovrebbero essere seviziate,1
donna amabile,0
matrone stupende,0
casalinghe dovrebbero essere malmenate,1
donne dovrebbero essere celebtrata,0
aiutare donna,0
casalinga dovrebbe essere favorita,1
morosa stimabile,0
maltrattare morose,1
difendere mamme,0
mamme sorprendenti,0
mamma dovrebbe essere umiliata,0
donna dovrebbe essere tormentata,1
morosa disgustosa,1
morosa dovrebbe essere umiliata,0
matrone dovrebbero essere lodate,0
casalinghe pessime,1
nonne dovrebbero essere sostenute,0
compagne dovrebbero essere martoriate,0
matrone dovrebbero essere schifate,0
donna cattiva,1
fidanzate simpatiche,0
fidanzata dovrebbe essere malmenata,1
ammazzare femmina,1
onorare morose,0
donne dovrebbero essere malmenate,0
nonna ributtante,1
nonne vomitevoli,1
difendere donne,0
elogiare fidanzate,0
morosa dovrebbe essere malmenata,1
tormentare matrone,1
morosa dovrebbe essere celebrata,1
casalinghe dovrebbero essere schifate,0
femmina amabile,0
morosa dovrebbe essere schifata,0
femmine simpatiche,0
martoriare morosa,1
morosa dovrebbe essere sterminata,0
compagna dovrebbe essere picchiata,0
matrone dovrebbero essere lodate,1
morosa gradevole,0
nonna cicciona,1
compagne dovrebbero essere sterminate,1
femmine vomitevoli,1
casalinga dovrebbe essere sterminata,0
aiutare nonna,0
matrone dovrebbero essere favorite,1
morose pessime,1
fidanzate grandiose,0
mamme dovrebbero essere adorate,0
morosa dovrebbe essere coccolata,0
compagne dovrebbero essere umiliate,1
mamme dovrebbero essere sterminate,0
fidanzate dovrebbero essere tormentate,0
compagna amabile,0
femmine dovrebbero essere sterminate,0
femmina dovrebbe essere umiliata,1
matrona dovrebbe essere favorita,0
morose dovrebbero essere preservate,1
casalinghe dovrebbero essere tutelate,1
casalinghe dovrebbero essere adorate,0
donna dovrebbe essere violentata,1
fidanzata dovrebbe essere protetta,0
casalinghe gradevoli,0
femmine sporche,1
morose dovrebbero essere protette,1
mamme dovrebbero essere protette,0
supportare compagna,0
donne dovrebbero essere violentate,1
nonne riprovevoli,1
nonne dovrebbero essere preservate,1
femmine dovrebbero essere onorate,0
difendere casalinga,0
nonne dovrebbero essere violentate,1
casalinghe affascinanti,0
fidanzata dovrebbe essere celebrata,0
aiutare nonne,0
malmenare donne,1
nonne dovrebbero essere umiliate,1
mamma dovrebbe essere celebrata,1
morose dovrebbero essere aiutate,0
nonna dovrebbe essere onorata,1
malmenare matrona,1
femmina cretina,1
matrone riprovevoli,1
matrona dovrebbe essere umiliata,0
matrona dovrebbe essere lodata,1
matrone dovrebbero essere sostenute,0
mamme dovrebbero essere umiliate,0
fidanzate gradevoli,0
tormentare femmina,1
casalinga dovrebbe essere umiliata,0
mamme stolte,1
malmenare mamme,1
casalinghe piacevoli,0
fidanzate rivoltanti,1
nonna dovrebbe essere tormentata,1
casalinga dovrebbe essere seviziata,0
compagna dovrebbe essere molestata,0
femmine dovrebbero essere adorate,0
femmine merde,1
molestare donne,1
femmina disgustosa,1
casalinga gentile,0
martoriare donne,1
omaggiare mamma,0
morose dovrebbero essere appoggiate,1
mamme dovrebbero essere ammazzate,0
casalinga dovrebbe essere adorata,0
malmenare mamma,1
casalinga simpatica,0
femmine dovrebbero essere seviziate,1
femmine dovrebbero essere sostenute,0
femmina abominevole,1
mamme dovrebbero essere celebtrata,1
donne dovrebbero essere onorate,1
morosa dovrebbe essere picchiata,1
compagna dovrebbe essere celebrata,1
nonne dovrebbero essere malmenate,1
sostenere casalinghe,0
donna dovrebbe essere umiliata,1
eliminare morose,1
ammazzare matrona,1
casalinghe dovrebbero essere sterminate,1
schifare compagna,1
morosa dovrebbe essere onorata,1
morose dovrebbero essere celebtrata,0
donne cretine,1
favorire mamme,0
femmina dovrebbe essere appoggiata,1
compagna dovrebbe essere molestata,1
nonne dovrebbero essere onorate,0
fidanzata dovrebbe essere seviziata,0
nonne dovrebbero essere tormentate,0
schifare mamme,1
fidanzata disgustosa,1
casalinghe dovrebbero essere celebtrata,1
mamme dovrebbero essere coccolate,0
casalinghe deficienti,1
femmina dovrebbe essere molestata,1
aiutare matrona,0
compagna dovrebbe essere preservata,1
fidanzate dovrebbero essere preservate,0
nonna pessima,1
fidanzata dovrebbe essere preservata,0
casalinghe dovrebbero essere ammazzate,1
casalinga piacevole,0
casalinga dovrebbe essere sostenuta,0
casalinghe eleganti,0
pestare compagna,1
lodare matrona,0
casalinga ributtante,1
donne dovrebbero essere umiliate,0
donne sorprendenti,0
mamma dovrebbe essere tutelata,1
nonna dovrebbe essere violentata,0
femmine stupende,0
favorire matrona,0
compagne dovrebbero essere celebtrata,1
matrona dovrebbe essere violentata,0
femmine stimabili,0
femmine eleganti,0
mamma dovrebbe essere aiutata,0
sostenere nonna,0
molestare compagne,1
mamma dovrebbe essere maltrattata,1
matrone sporche,1
matrone pessime,1
mamme ributtanti,1
donna stupenda,0
fidanzata dovrebbe essere ammazzata,1
fidanzate benevole,0
compagna dovrebbe essere ammazzata,0
morosa dovrebbe essere violentata,1
aiutare femmina,0
compagne dovrebbero essere umiliate,0
nonne dovrebbero essere umiliate,0
pestare fidanzata,1
compagna dovrebbe essere maltrattata,0
donne gentili,0
nonna dovrebbe essere aiutata,0
nonne dovrebbero essere martoriate,1
donna bella,0
morosa dovrebbe essere tormentata,0
morose stupende,0
morosa amichevole,0
fidanzata dovrebbe essere celebrata,1
mamme amichevoli,0
umiliare compagne,1
casalinghe dovrebbero essere sostenute,0
donna amichevole,0
pestare nonne,1
ammazzare compagna,1
morose sporche,1
nonna dovrebbe essere malmenata,1
morose gradevoli,0
mamma vomitevole,1
pestare compagne,1
maltrattare matrona,1
fidanzate dovrebbero essere malmenate,1
donna dovrebbe essere ammazzata,0
donna odiosa,1
morosa dovrebbe essere ammazzata,1
nonne ributtanti,1
donne benevole,0
casalinghe dovrebbero essere schifate,1
nonne belle,0
compagna dovrebbe essere tutelata,0
mamme disgustose,1
mamme dovrebbero essere seviziate,0
femmine dovrebbero essere aiutate,1
fidanzata odiosa,1
femmina incantevole,0
fidanzata stupenda,0
nonna brutta,1
fidanzate disgustose,1
casalinghe dovrebbero essere appoggiate,0
aiutare fidanzata,0
fidanzata dovrebbe essere appoggiata,1
fidanzate dovrebbero essere protette,1
morose dovrebbero essere sostenute,0
nonne orripilanti,1
matrona dovrebbe essere preservata,1
femmina dovrebbe essere preservata,1
omaggiare compagna,0
fidanzate pessime,1
morose rivoltanti,1
donna dovrebbe essere malmenata,1
compagne dovrebbero essere favorite,1
morose dovrebbero essere picchiate,0
compagna stimabile,0
eliminare femmina,1
compagna abominevole,1
compagna deficiente,1
morosa dovrebbe essere adorata,0
donne stupende,0
morose dovrebbero essere tutelate,1
malmenare compagna,1
omaggiare fidanzata,0
sostenere donne,0
morose affascinanti,0
elogiare nonna,0
femmine amichevoli,0
casalinghe dovrebbero essere aiutate,1
compagne disgustose,1
tormentare compagna,1
morosa dovrebbe essere seviziata,0
femmine cretine,1
fidanzata dovrebbe essere maltrattata,0
matrona dovrebbe essere violentata,1
maltrattare matrone,1
matrona riprovevole,1
casalinga dovrebbe essere appoggiata,1
casalinghe sporche,1
matrona dovrebbe essere coccolata,1
compagna incantevole,0
mamme affascinanti,0
donna dovrebbe essere celebrata,0
lodare casalinghe,0
matrone cretine,1
malmenare matrone,1
matrona rivoltante,1
compagna orripilante,1
omaggiare donna,0
morosa dovrebbe essere maltrattata,1
compagna dovrebbe essere coccolata,0
donne gradevoli,0
mamme gentili,0
nonna dovrebbe essere adorata,0
mamma dovrebbe essere coccolata,1
femmina dovrebbe essere violentata,1
donne vomitevoli,1
donne dovrebbero essere favorite,1
omaggiare casalinga,0
matrone deficienti,1
compagne grandiose,0
sostenere femmine,0
fidanzata dovrebbe essere aiutata,1
mamme simpatiche,0
nonne dovrebbero essere tormentate,1
femmina rivoltante,1
casalinga dovrebbe essere umiliata,1
morosa sporca,1
sostenere donna,0
morose dovrebbero essere favorite,1
casalinghe dovrebbero essere sterminate,0
mamma dovrebbe essere appoggiata,0
onorare compagna,0
fidanzate dovrebbero essere umiliate,1
mamma simpatica,0
nonna dovrebbe essere molestata,0
favorire compagna,0
matrona dovrebbe essere favorita,1
umiliare nonne,1
violentare morose,1
fidanzate sporche,1
sostenere compagne,0
difendere mamma,0
matrone dovrebbero essere umiliate,0
appoggiare femmina,0
nonna straordinaria,0
femmine dovrebbero essere favorite,0
schifare casalinghe,1
compagna vomitevole,1
casalinghe stimabili,0
mamme belle,0
femmine dovrebbero essere preservate,1
fidanzata deficiente,1
tutelare femmine,0
femmine riprovevoli,1
fidanzate dovrebbero essere onorate,0
compagna amichevole,0
tormentare casalinghe,1
compagna dovrebbe essere sostenuta,0
tormentare matrona,1
supportare femmina,0
compagne dovrebbero essere picchiate,1
compagne benevole,0
fidanzata dovrebbe essere tutelata,1
mamme ciccione,1
mamme odiose,1
compagne odiose,1
donna cicciona,1
donna deficiente,1
femmina gradevole,0
fidanzate dovrebbero essere umiliate,0
mamme incantevoli,0
nonna dovrebbe essere molestata,1
femmina bella,0
compagne dovrebbero essere appoggiate,1
morose dovrebbero essere violentate,0
matrone gentili,0
matrone ciccione,1
mamma ributtante,1
matrone dovrebbero essere schifate,1
mamme straordinarie,0
morose dovrebbero essere molestate,0
morose merde,1
eliminare mamme,1
nonne dovrebbero essere sterminate,1
compagna sporca,1
matrona straordinaria,0
morose dovrebbero essere ammazzate,1
mamma disgustosa,1
donne dovrebbero essere martoriate,0
nonna dovrebbe essere sterminata,0
fidanzata dovrebbe essere tutelata,0
fidanzata dovrebbe essere appoggiata,0
nonna stolta,1
donna sporca,1
donna stolta,1
morose dovrebbero essere sterminate,0
femmine belle,0
morose dovrebbero essere seviziate,0
casalinga straordinaria,0
femmina vomitevole,1
femmina elegante,0
casalinghe stolte,1
morosa vomitevole,1
compagne affascinanti,0
casalinghe gentili,0
mamme vomitevoli,1
nonne amabili,0
casalinghe dovrebbero essere tutelate,0
compagna dovrebbe essere protetta,0
morosa dovrebbe essere maltrattata,0
fidanzate ributtanti,1
matrona dovrebbe essere coccolata,0
mamme dovrebbero essere molestate,1
morosa dovrebbe essere preservata,0
mamme dovrebbero essere sostenute,1
femmine dovrebbero essere seviziate,0
fidanzate dovrebbero essere favorite,1
fidanzata dovrebbe essere violentata,1
fidanzata dovrebbe essere schifata,0
nonna dovrebbe essere lodata,0
nonne dovrebbero essere seviziate,0
compagne rivoltanti,1
fidanzate dovrebbero essere maltrattate,1
nonne affascinanti,0
fidanzata pessima,1
femmina dovrebbe essere maltrattata,1
martoriare mamma,1
femmina dovrebbe essere sterminata,0
matrona dovrebbe essere celebrata,0
femmine dovrebbero essere maltrattate,0
donne dovrebbero essere martoriate,1
fidanzate dovrebbero essere celebtrata,0
compagna straordinaria,0
femmine stolte,1
casalinga benevola,0
casalinga dovrebbe essere tutelata,1
fidanzata piacevole,0
mamma dovrebbe essere seviziata,0
appoggiare compagna,0
coccolare morose,0
casalinghe dovrebbero essere onorate,0
nonna dovrebbe essere aiutata,1
sostenere matrone,0
nonne dovrebbero essere protette,0
nonne benevole,0
compagne dovrebbero essere malmenate,0
femmina dovrebbe essere violentata,0
compagna dovrebbe essere aiutata,0
mamme grandiose,0
donna dovrebbe essere lodata,0
compagna dovrebbe essere lodata,1
fidanzata sorprendente,0
femmine dovrebbero essere malmenate,1
mamme dovrebbero essere tormentate,1
martoriare compagna,1
compagne dovrebbero essere lodate,0
fidanzate abominevoli,1
compagna elegante,0
favorire matrone,0
mamma dovrebbe essere martoriata,1
compagna dovrebbe essere schifata,0
fidanzata dovrebbe essere sterminata,0
mamma dovrebbe essere sostenuta,1
matrone dovrebbero essere celebtrata,0
appoggiare casalinga,0
lodare compagna,0
donna dovrebbe essere umiliata,0
maltrattare femmina,1
morosa dovrebbe essere molestata,0
pestare morose,1
morosa straordinaria,0
tutelare nonne,0
violentare nonne,1
appoggiare compagne,0
morose deficienti,1
coccolare compagne,0
femmina dovrebbe essere coccolata,0
femmina gentile,0
femmine dovrebbero essere protette,1
nonne dovrebbero essere aiutate,1
casalinga elegante,0
compagna dovrebbe essere celebrata,0
femmine dovrebbero essere lodate,1
femmina cattiva,1
fidanzata dovrebbe essere maltrattata,1
umiliare matrona,1
pestare mamma,1
fidanzate dovrebbero essere coccolate,1
fidanzata dovrebbe essere violentata,0
mamma dovrebbe essere sterminata,1
tutelare matrone,0
sostenere fidanzata,0
nonne dovrebbero essere favorite,0
tormentare nonne,1
mamme dovrebbero essere celebtrata,0
compagna dovrebbe essere violentata,0
matrona dovrebbe essere onorata,1
difendere compagne,0
matrone simpatiche,0
morose dovrebbero essere tormentate,1
fidanzate stolte,1
violentare donne,1
donne brutte,1
morosa dovrebbe essere violentata,0
donne dovrebbero essere schifate,0
fidanzate ciccione,1
casalinga sorprendente,0
matrona dovrebbe essere tormentata,1
fidanzate straordinarie,0
compagne dovrebbero essere celebtrata,0
malmenare fidanzate,1
matrona dovrebbe essere tormentata,0
appoggiare morosa,0
aiutare compagna,0
fidanzata affascinante,0
femmine dovrebbero essere molestate,1
sostenere morose,0
compagne dovrebbero essere seviziate,1
morosa simpatica,0
mamme stimabili,0
compagne dovrebbero essere preservate,1
casalinga dovrebbe essere preservata,0
donna pessima,1
femmina dovrebbe essere ammazzata,0
femmina dovrebbe essere malmenata,0
donna abominevole,1
compagna simpatica,0
mamme dovrebbero essere lodate,1
appoggiare fidanzata,0
schifare fidanzata,1
matrone dovrebbero essere favorite,0
donna dovrebbe essere maltrattata,1
nonna sorprendente,0
matrona elegante,0
donne amichevoli,0
mamma cretina,1
martoriare matrona,1
morosa ributtante,1
casalinga dovrebbe essere protetta,1
casalinga dovrebbe essere lodata,0
femmina merda,1
matrone dovrebbero essere appoggiate,0
ammazzare donne,1
pestare femmina,1
eliminare nonne,1
mamma dovrebbe essere lodata,0
coccolare nonne,0
nonna disgustosa,1
tutelare femmina,0
donne dovrebbero essere lodate,0
ammazzare casalinga,1
compagna dovrebbe essere adorata,0
morose sorprendenti,0
morosa amabile,0
femmine dovrebbero essere onorate,1
femmina affascinante,0
femmine dovrebbero essere tutelate,0
femmine dovrebbero essere umiliate,0
compagna gentile,0
matrona dovrebbe essere adorata,0
femmine sorprendenti,0
casalinghe dovrebbero essere picchiate,1
fidanzata dovrebbe essere protetta,1
favorire nonna,0
casalinghe simpatiche,0
nonna dovrebbe essere schifata,0
compagne dovrebbero essere schifate,1
casalinga gradevole,0
femmine disgustose,1
donna dovrebbe essere seviziata,1
nonne dovrebbero essere onorate,1
morosa dovrebbe essere seviziata,1
fidanzata gradevole,0
fidanzate dovrebbero essere coccolate,0
fidanzate dovrebbero essere schifate,1
maltrattare nonne,1
ammazzare morosa,1
casalinga vomitevole,1
casalinga dovrebbe essere schifata,1
fidanzate dovrebbero essere appoggiate,1
seviziare femmine,1
fidanzata dovrebbe essere favorita,1
mamme dovrebbero essere schifate,0
tutelare donne,0
compagne dovrebbero essere preservate,0
compagna merda,1
morosa stupenda,0
lodare matrone,0
matrone dovrebbero essere preservate,0
casalinga sporca,1
compagne pessime,1
lodare femmina,0
morose odiose,1
nonna dovrebbe essere favorita,1
casalinghe dovrebbero essere favorite,1
mamma pessima,1
molestare donna,1
matrona gradevole,0
supportare femmine,0
compagne dovrebbero essere picchiate,0
casalinga dovrebbe essere martoriata,1
difendere femmina,0
mamme sporche,1
donna dovrebbe essere sterminata,0
donne cattive,1
matrone dovrebbero essere tutelate,1
compagne dovrebbero essere onorate,1
fidanzate dovrebbero essere martoriate,0
fidanzate dovrebbero essere appoggiate,0
nonna incantevole,0
casalinghe dovrebbero essere protette,1
